what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1394623649908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394623661533
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1394623664403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623669614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623687980
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1394623690491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623706360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623707390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623707655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623756087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623760378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623761596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623779164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623869366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623871378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623871503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623872643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623877606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623878837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1394623889633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1394623889868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623898083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623898991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394623935003
error,log,,,"No command output when running: 'am start -n COM.TQC.GDD02/COM.TQC.GDD02.GDD02 -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5554",1394623948194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623951518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394623951666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394623958230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394623988610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394624022775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394624046673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394624049132
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1394624075788
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1394624075999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624092320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624206367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1394624206416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624234680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624282910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624286424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624329470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624331834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624376153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624379000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624382044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1394624382082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624384140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624414781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1394624414841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624418530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624430283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624446159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624456302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394624489447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394624490865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394624527017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394624540724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394624573195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394624590875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394624620801
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394624628663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624641403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394624641560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394624653444
