what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1393016804734
opened,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1393016805192
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1393016805422
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1393016810875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1393016812702
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1393016813947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393016814121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393016814746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393016925303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393016926724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393017087070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393017087576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393017088391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393017088679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393017089510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393017094638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393017251265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1393017253103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393017253809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393017255301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393017351617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1393017352032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393017352885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393017353336
